Npart,Niter,posx,posy,Ix,Iy,Itheta,Ox,Oy,Otheta,f,t
10,100,2,2,-8,8,7,-7.999427790574604,8.001796149936231,6.822347626880222,0.2725745412983862,8.966301700012991
10,100,2,2,-8,8,7,-7.997174509541552,8.002861064147394,6.978614053043222,0.2701401118633564,8.659657400014112
10,100,2,2,-8,8,7,-7.999894347953484,8.000931698572893,6.998725763704623,0.26958961274488225,8.6230060000089
10,100,2,2,-8,8,7,-7.998798217480411,8.002915935196938,6.970709012097767,0.2699158344447187,9.729853099997854
10,100,2,2,-8,8,7,-7.998468049052875,8.000463489659332,7.001125248471313,0.26977719022228824,13.959110199997667
10,100,2,2,-8,8,7,0.12505589958063584,7.9933484641951615,6.994312028612745,0.4281374366366684,9.93947240000125
10,100,2,2,9,2,-9,9.003785237419285,2.0013989065479985,-8.993785815956146,0.26305250270562064,9.312853599985829
10,100,2,2,9,2,-9,9.003875658005668,2.0007569209657277,-8.992210204560788,0.26305250270562064,9.984388699987903
10,100,2,2,9,2,-9,9.003883889558807,2.0017177637544807,-8.994589905013857,0.26305250270562064,10.185496999998577
10,100,2,2,9,2,-9,9.002267634720218,2.0007461133438964,-8.995466174548136,0.26305250270562064,9.25523839998641
10,100,2,2,9,2,-9,9.00165188383164,2.001563687737973,-8.99532895302,0.26305250270562064,9.1718705999956
10,100,2,2,9,2,-9,2.3507360551060685,2.0013216148902027,-8.994531904411428,0.42107448051921803,8.905297399993287
10,100,2,2,-3,-3,8,-2.9928228973115356,-2.959331024066698,7.981131639428401,0.2609970435521374,10.659190999984276
10,100,2,2,-3,-3,8,-2.996704231043919,-2.9581936802976214,7.98288293899666,0.2609970435521374,11.152045199996792
10,100,2,2,-3,-3,8,-2.9943011182334898,-2.9228669779908323,7.931789913675886,0.2609849941979984,10.559840600006282
10,100,2,2,-3,-3,8,-2.9937716036108126,-2.942154493028237,7.932768874175582,0.26102917516317453,9.724905300012324
10,100,2,2,-3,-3,8,-2.9934639719945637,-2.905082628986561,7.973156946552333,0.26102917516317453,9.088707899994915
10,100,2,2,-3,-3,8,-2.9944130982856,-2.938713248181773,7.93206125247152,0.26102917516317453,9.222145399980946
10,100,2,2,5,0,-9,5.000337452170635,0.00012384359131637835,-9.00074257859096,0.2621555649421074,9.415310999989742
10,100,2,2,5,0,-9,5.003040005088205,0.004707053223577149,-9.00486204500462,0.2620866374539156,9.204161800007569
10,100,2,2,5,0,-9,5.005785590460197,0.006529252144618076,-9.006710418895116,0.2620866374539156,9.25969299999997
10,100,2,2,5,0,-9,5.001028893326724,0.005006403613010198,-9.007401787586396,0.2621555649421074,9.806921000010334
10,100,2,2,5,0,-9,5.003662115602485,0.0033990662306258943,-9.006083637746666,0.2621555649421074,9.203981400001794
10,100,2,2,5,0,-9,5.0022088307259605,0.004967030370957329,-9.00570723616598,0.2621555649421074,8.847435400006361
10,100,2,2,3,-6,-8,3.0042744809375677,-5.9971945489222245,-7.98893957001917,0.25908922914680566,9.109793500014348
10,100,2,2,3,-6,-8,3.0006208821955864,-5.990565062684787,-7.968889867441879,0.25908922914680566,9.190888100012671
10,100,2,2,3,-6,-8,3.003259106911174,-5.9980524611784265,-7.989511649011865,0.25908922914680566,9.525305300019681
10,100,2,2,3,-6,-8,3.0015625439934546,-5.9980792978181166,-7.977595597441805,0.25908922914680566,9.449425300001167
10,100,2,2,3,-6,-8,3.000039660390253,-5.993687107735205,-7.971592673120473,0.25908922914680566,9.098502900014864
10,100,2,2,3,-6,-8,3.0007053824244285,-5.99570955132115,-7.981320251277575,0.25908922914680566,9.152455800009193
10,100,2,2,-8,-5,1,-7.999559235626905,-4.99463637554411,0.9993000812311872,0.2586588382306675,9.0540975999902
10,100,2,2,-8,-5,1,-7.999384829688401,-4.995354040001086,0.9994334835818617,0.2586588382306675,8.951356900011888
10,100,2,2,-8,-5,1,-7.999725133942538,-4.99651851432332,0.9984207528650646,0.2586588382306675,8.990259500016691
10,100,2,2,-8,-5,1,-7.9932945470365455,-4.995831121141742,1.0139771606777217,0.259018291860684,9.250394200003939
10,100,2,2,-8,-5,1,-7.999455599384932,-4.995380802019808,0.9994294101398422,0.2586588382306675,9.634253600001102
10,100,2,2,-8,-5,1,-7.996072856652753,-4.992903446624336,1.0101574547898786,0.259018291860684,9.573125999973854
10,100,2,2,4,0,-8,4.000162376803485,0.0039410363180116155,-7.999240283259873,0.26292168445194475,8.800458399986383
10,100,2,2,4,0,-8,4.000801796755507,0.0004975425829742273,-8.000929075382567,0.2628933562986538,9.807141099998262
10,100,2,2,4,0,-8,4.000194562788588,0.004695525812628025,-7.999348797366027,0.26292168445194475,9.4239117000252
10,100,2,2,4,0,-8,4.004538201674802,0.006816500087122425,-8.01322543109138,0.2631199815249819,8.74368479999248
10,100,2,2,4,0,-8,4.002193412479365,0.0035109338458210013,-8.016062424947588,0.2631199815249819,8.561834199994337
10,100,2,2,4,0,-8,4.003774355800559,0.009227094820978055,-8.011236348380482,0.2631199815249819,10.971890899993014
10,100,2,2,-9,4,-1,-8.997783348371271,4.0465192341912175,-1.0130622017694129,0.266406047306739,8.950059199996758
