Npart,Niter,Ix,Iy,Itheta,Ox,Oy,Otheta,f,t
20,100,27,-25,-13,27.002269419195,-11.84344869238027,-13.005399827762588,0.38393968429612413,22.23858289999771
20,100,4,16,18,4.000573708676418,16.011028381684255,18.017022532289094,0.280148694152708,18.967194600001676
20,100,2,22,7,2.001808178118637,22.000098195653273,7.002483112659915,0.2887344850239242,18.71204030001536
