Npart	Niter	posx	posy	Ix	Iy	Itheta	Ox	Oy	Otheta	f	t										
10	100	2	8	-26	-16	-23	-25,99102967	-15,9914357	-23,00317321	0,314084699	10,2718614										
10	100	2	8	-26	-16	-23	-25,99814863	-15,98341781	-23,00811511	0,313775054	10,8263957										
10	100	8	8	-17	-11	25	-17,03483585	-10,99783392	24,94306387	0,290967732	8,4839169										
10	100	8	8	-17	-11	25	-17,03591195	-10,99137875	25,01126618	0,290626414	8,5382803										
10	100	8	8	-17	-11	25	-17,0794272	-11,07727211	24,87141874	0,295044371	8,4889402										
10	100	8	8	-17	-11	25	-17,03823725	-11,00938104	24,99674827	0,290910206	8,5150376										
10	100	8	8	-17	-11	25	-17,0245984	-10,99858336	24,99575183	0,290618744	8,455516										
10	100	8	8	-17	-11	25	-17,03641425	-10,97294457	25,01394444	0,291151813	8,7062372										
10	100	8	8	-6	1	-28	-5,995148167	1,000863576	-28,00863431	0,261632979	9,8042862										
10	100	8	8	-6	1	-28	-5,992268256	1,006864152	-28,04423608	0,261487567	9,4548758										
10	100	8	8	-6	1	-28	-5,991990975	1,007116215	-28,02661813	0,261354272	9,4406316										
10	100	8	8	-6	1	-28	-5,997065295	1,006265354	-28,0458168	0,261422939	9,3616158										
10	100	8	8	-6	1	-28	-5,997996394	1,006429639	-28,04475939	0,261422939	9,4238314										
10	100	8	8	-6	1	-28	-5,998779905	1,007069274	-28,02764148	0,261354272	9,4057914										
10	100	8	8	22	28	-10	22,00186124	14,92837582	-10,1477034	0,391107523	10,2989776										
10	100	8	8	22	28	-10	22,00189705	14,26509103	-10,22881154	0,39143213	10,2591608										
10	100	8	8	22	28	-10	22,05945711	28,00167771	-9,984713262	0,313526459	9,9209932										
10	100	8	8	22	28	-10	22,0002261	13,54461759	-10,03283135	0,391037338	10,0209783										
10	100	8	8	22	28	-10	22,00333565	17,56216176	-10,11277678	0,390788765	10,266744										
10	100	8	8	22	28	-10	22,00064636	14,90771269	-10,18718504	0,390981775	10,2415128										
10	100	8	8	18	-6	21	18,16116597	-6,042112328	21,40621463	0,294622889	10,2462997										
10	100	8	8	18	-6	21	18,17665439	-6,168146525	21,17994751	0,293025433	10,1881034										
10	100	8	8	18	-6	21	18,16328172	-5,889661977	20,67100472	0,290859579	10,1480554										
10	100	8	8	18	-6	21	18,00275426	-5,996664213	20,90605944	0,298404681	9,5259555										
10	100	8	8	18	-6	21	18,13506184	-5,797888142	20,87492022	0,295843777	10,170309										
10	100	8	8	18	-6	21	18,00077815	-5,994846122	20,91235911	0,298404681	10,1098665										
10	100	8	8	-28	-13	8	-27,99076583	-12,95548955	8,007037088	0,330790133	8,3123203										
10	100	8	8	-28	-13	8	-27,99578613	-12,96687064	8,037797427	0,330473421	9,3085917										
10	100	8	8	-28	-13	8	-27,99914634	-12,94550923	7,996284269	0,330666615	9,0335736										
10	100	8	8	-28	-13	8	-27,99580225	-12,92152471	7,992842038	0,330666615	8,7932562										
10	100	8	8	-28	-13	8	-17,08831185	-12,99308951	7,849353022	0,4509286	9,2879759										
10	100	8	8	-28	-13	8	-27,99859217	-12,92547109	7,996876287	0,330666615	8,4415035										
10	100	8	8	-23	-6	13	-22,91822111	-6,426171634	12,29063706	0,308686336	9,4599816										
10	100	8	8	-23	-6	13	-22,90943767	-5,826040828	13,11970712	0,304457323	9,7282445										
10	100	8	8	-23	-6	13	-22,99973834	-6,184759546	12,9073493	0,301187214	9,8472363										
10	100	8	8	-23	-6	13	-22,99775966	-6,069500736	12,66740021	0,300509308	9,3944911										
10	100	8	8	-23	-6	13	-22,99902222	-5,887151344	13,24691872	0,30247629	9,0322085										
10	100	8	8	-23	-6	13	-22,99823695	-6,111397352	12,73979141	0,30018616	9,6496494										
10	100	8	8	-20	-4	-4	-19,99744087	-3,998573457	-4,026980525	0,297452729	9,0582735										
10	100	8	8	-20	-4	-4	-19,99772761	-3,998604276	-4,018842365	0,297452729	9,3436552										
10	100	8	8	-20	-4	-4	-19,99414159	-4,01126814	-4,020856807	0,297712225	9,2726907										
10	100	8	8	-20	-4	-4	-19,99747463	-3,993539369	-4,022315873	0,297452729	9,2805407										
10	100	8	8	-20	-4	-4	-19,99792638	-3,999314524	-4,141122009	0,297666638	8,9902445										
10	100	8	8	-20	-4	-4	-19,99434435	-3,996625081	-4,018736607	0,297452729	9,186664										
10	100	8	8	-19	7	-16	-18,99542163	7,002755882	-16,00309108	0,290583388	9,5618785										
10	100	8	8	-19	7	-16	-18,99997551	7,004451526	-16,0399341	0,290634973	9,4365516										
10	100	8	8	-19	7	-16	-18,99868337	6,994652589	-16,04159871	0,290889457	9,9271711										
10	100	8	8	-19	7	-16	-18,99486793	7,003671652	-16,00552119	0,290545559	10,085195										
10	100	8	8	-19	7	-16	-18,99526391	7,003695462	-16,06631144	0,290741581	9,4462676										
10	100	8	8	-19	7	-16	-18,99289492	7,005874393	-16,00802249	0,290545559	10,2546924										
10	100	8	8	-23	-11	13	-22,99656324	2,768896615	13,00929781	0,368083483	8,9567004										
10	100	8	8	-23	-11	13	-22,99769694	-11,07612122	12,66410875	0,306059439	9,5521429										
10	100	8	8	-23	-11	13	-22,98384338	-11,00397895	12,491846	0,309688828	8,8341038										
10	100	8	8	-23	-11	13	-23,00355707	-11,19591126	12,89272543	0,306569265	8,9100281										
10	100	8	8	-23	-11	13	-23,26239432	-11,02901721	12,54358901	0,317924474	8,8018932										
10	100	8	8	-23	-11	13	-22,88734664	-11,10321291	12,73598808	0,307022047	8,8223635										
